,sentence,similarity_with_sub,username
2865,hook bebe rexha amp g oh it s just me myself and i solo ride until i die i got me for life yeah oh i don t need a hand to hold even when the night is cold i got that fire in my soul verse g and as far as i can see i just need privacy plus a whole lot of tree fuck all this modesty i just need space to do me give the world what they re tryna see a stella maxwell right beside of me a ferrari i m buyin three a closet of saint laurent get what i want when i want this hunger is drivin me yeah i just need to be alone i just need to be at home understand what i m speakin on if time is money i need a loan but regardless i ll always keep keepin on fuck fake friends we don t take l s we just make m s while y all follow we just make trends i m right back to work when that break ends hook bebe rexha amp g oh it s just me myself and i solo ride until i die i got me for life got me for life yeah oh i don t need a hand to hold even when the night is cold i got that fire in my soul post bebe rexha amp g i don t need anything to get me through the night except the beat that s in my heart yeah it s keepin me alive keeps me alive i don t need anything to make me satisfied you know the music does me good and it gets me every time yeah verse g yeah and i don t like talkin to strangers so get the fuck off me i m anxious i m tryna be cool but i may just go ape shit say quot fuck y all quot to all of y all faces it changes though now that i m famous everyone knows how this lifestyle is dangerous but i love it the rush is amazin celebrate nightly and everyone rages i found how to cope with my angers i m swimmin in money swimmin in liquor my liver is muddy but it s all good i m still sippin this bubbly this shit is lovely this shit ain t random i didn t get lucky made it right here i m sick with it cuddy they all take the money for granted but don t want to work for it me now isn t it funny hook bebe rexha amp g oh it s just me myself and i solo ride until i die i got me for life oh i don t need a hand to hold even when the night is cold i got that fire in my soul post bebe rexha amp g i don t need anything to get me through the night except the beat that s in my heart yeah it s keepin me alive i don t need anything to make me satisfied the music fills me good and it gets me every time bridge bebe rexha amp g like ba ba yeah ba ba ba ba the music fills me good and it gets me every time verse g yeah lonely nights i laid awake pray to lord my soul to take my heart s become too cold to break know i m great but i m broke as hell havin dreams that i m foldin cake all my life i ve been told to wait but i ma get it now yeah it s no debate yeah hook bebe rexha amp g oh it s just me myself and i solo ride until i die i got me for life got me for life yeah oh i don t need a hand to hold even when the night is cold i got that fire in my soul post bebe rexha amp g i don t need anything to get me through the night except the beat that s in my heart and it s keepin me alive keeps me alive i don t need anything to make me satisfied you know the music fills me good and it gets me every time bridge bebe rexha like ba ba ba ba ba ba the music fills me good and it gets me every time,0.8316227660528104,Itz_JOMO1011 PSN
1585,oh it s just me myself and i solo ride until i die cause i got me for life oh i don t need a hand to hold even when the night is cold i got that fire in my soul and as far as i can see i just need privacy plus a whole lot of tree fuck all this modesty i just need space to do me get a world that they re tryna see a stella maxwell right beside of me a ferrari i m buyin three a closet of saint laurent get what i want when i want cause this hunger is driving me yeah i just need to be alone i just need to be at home understand what i m speaking on if time is money i need a loan but regardless i ll always keep keepin on fuck fake friends we don t take l s we just make m s while y all follow we just make trends i m right back to work when that break ends oh it s just me myself and i solo ride until i die cause i got me for life oh i don t need a hand to hold even when the night is cold i got that fire in my soul i don t need anything to get me through the night except the beat that s in my heart yeah it s keeping me alive i don t need anything to make me satisfied cause the music does me good and it gets me every time yeah and i don t like talking to strangers so get the fuck off me i m anxious i m tryna be cool but i may just go ape shit say quot fuck y all quot to all of y all faces it changes though now that i m famous everyone knows how this lifestyle is dangerous but i love it the rush is amazing celebrate nightly and everyone rages i found how to cope with my anger i m swimming in money swimming in liquor my liver is muddy but it s all good i m still sippin this bubbly this shit is lovely this shit ain t random i didn t get lucky made it right here cause i m sick with it cudi they all take the money for granted but don t want to work for it tell me now isn t it funny nah oh it s just me myself and i solo ride until i die cause i got me for life oh i don t need a hand to hold even when the night is cold i got that fire in my soul i don t need anything to get me through the night except the beat that s in my heart yeah it s keeping me alive i don t need anything to make me satisfied cause the music does me good and it gets me every time cause the music does me good and it gets me every time yeah lonely nights i laid awake pray to lord my soul to take my heart s become too cold to break know i m great but i m broke as hell having dreams that i m folding cake all my life i ve been told to wait but i mma get it now yeah it s no debate yeah oh it s just me myself and i solo ride until i die cause i got me for life oh i don t need a hand to hold even when the night is cold i got that fire in my soul i don t need anything to get me through the night except the beat that s in my heart yeah it s keeping me alive i don t need anything to make me satisfied cause the music does me good and it gets me every time,0.7905175737623076,frozen galaxy
2142,ooooooooooooooooooooooooooh its just me myself and i solo ride until i die cause i got me for life got me for life ooooooooooooooooh i dont need a hand to hold even when the night is cold i got that fiyah in mah soul,0.6693032097285287,Cherry Girl
2779,ba ba del ba ba cause the music fills me good and it gets me every day,0.622447653105075,Eddy Alejandro Rodriguez Palacio
1913,it just me myself and i so dont ride until i die cause i got me for life got me for life ooo i dont need a handle hold even when dat not is cold cause i got me for life,0.6196764358780378,lcw2klj
1654,its just me myself and i solo rid until i die cuz i got me for life oh i don t need a hand to hold even when night are not as cold oh,0.6007455790126908,Ella Mattern
1976,its just me myself i i dont need anything to be alive i got the sunshine in my pocket,0.5912512360749745,Dominic Dinh
1692,who is just me myself and i solo ride until i die cause i got me for life this is my life,0.5912327141659088,Marc Ortega sanchez
1608,when he says quot happy birthday gerald quot it s hurts my heart so much i feel like i m dying i don t know why but this song used to make me hype but now that i listen to it it gives me the feels i feel like i understand this song now and what s weird is that before i didn t have someone i loved and i didn t have a relationship with someone but now i do this song just makes me so sad i feel like i m having a heart attack i love this song i ve been with g since the beginning i loved his songs and i still do i knew him before this song and even before that i knew he was happy but over the years he got so sad and sometimes it hurts me too i love you g,0.5896798672194439,BUNNi
671,when he says quot happy birthday gerald quot it s hurts my heart so much i feel like i m dying i don t know why but this song used to make me hype but now that i listen to it it gives me the feels i feel like i understand this song now and what s weird is that before i didn t have someone i loved and i didn t have a relationship with someone but now i do this song just makes me so sad i feel like i m having a heart attack i love this song i ve been with g since the beginning i loved his songs and i still do i knew him before this song and even before that i knew he was happy but over the years he got so sad and sometimes it hurts me too i love you g thing as bunni happends,0.5889929890844016,AlexMusics
2948,when i was in school i had no friends experienced a lot of depression and loneliness then i went to the army and everyone wanted to be my friend when i was honorably discharged from the army after years of service all the people i knew disappeared all the people i thought loved me except for my parents it s and now i m a policeman everyone wants to know me again screw that the years between my military career to my police career it was just me myself and i and that s how it will stay,0.5844246822026188,Jesse Paton
2066,ba ba because the music dose me good and it gets me every time,0.5638689767321117,Geney Woof
1434,oh it s just me my willy and i solo spanking until i die cause i m single for life,0.5583626613769307,Joshua Georgandas
144,who wants to travel with me in to cause i know i do but if no ones coming then it might be quot just me myself and i quot,0.5540275785547025,I wove qookie
206,when i go to a party just me myself and i,0.5499757270298853,Monster Killer
2925,i love this song i really don t need anything or anyone to be happy cause i got me myself and i,0.5459932716571718,Woolf Prince
665,this fake rapper guy is so terrible the song is so good until he starts talking i always hear it on the radio and start liking it until that part and i have to change the station immediately then if it is kinda hard to find another song that is a good as this song before the guy starts rapping i start wondering why i even listen to the radio anymore i tell myself thats its mad old school to listen to the radio so i turn it off for a while play some music from my phone i have an actual real hip hop section on there with a ton of max b mixed and some migos too ii even got some classic shit like curtis mayfield and james brown some r amp b like mary and lauren i watch some real hip hop videos and maybe some other stuff on youtube the problem is i was doing just that but i let the videos on youtube autoplay and this song came on i started enjoying it when the this trash ass rapper guy that i just found out is named g easy a befittingly stupid name for a ridiculously corny fake ass rapper i guess i can t do that shit anymore either hey youtube thanks for ruining autoplay for me i never picked a video remotely as corny as anything this guy has ever done im so very hurt about the decline of hip hop i use to really love rap music,0.5445028324628652,David Bain
1165,it s just me my food and i solo ride until i die cuz i got food for life,0.5409228186396663,Syri Ketant
2567,this song is litterally the story of my life i ve run into so many fake people in my life and i recently just realized that its just going to always be me myself and i until someone who truly cares about me comes along and is going to stay with me through everything i go through,0.5403503861044937,Stefanie/ Lost Shadowhunter Alvarez
2620,i just say to my teacher that it s just me and myself and i,0.5379208135073182,Pat Huffaker
2152,this is really getting to me right now i got a great life i should be feeling great but the life around me is a cage its not the life i want and i dont know how to get where i want to be in life im in a rut even tho this rut is better than what so many in the world have right now i feel terrible for feeling this way but im not happy and i havent been in years,0.5375548413645919,Gibby Pastrami
2938,i love me myself i and i song,0.5372630347612227,ashely bonnie girl RubberDuckula
1178,it s just me myself and i solo ride until i die i love this song,0.535249717436025,Vera_Jaden 13/08/80_13/12/13
2421,me myself and i tll i die lol i only justo looked at it and i was like o omg me myself and i i thought it was g,0.5323132534718865,Henry Hodge
2659,it just me my sleep and i,0.5225805877321239,Noushin Adiya
418,i love when it said it s just me myself and i don t need nobody beside me,0.5217463314445651,Crystal Juarez
662,i like the sound of me myself and i,0.521093868964981,ask me
1319,wooohooo i just me myself and i i dont need likes shut the fuck up i neeed likes sooo like this shit,0.510901709121196,Dennis Abel
2762,all i need is me myself and i fuck fake friends,0.5096105360552149,Ana Solorio
691,i got me for life,0.5084915214016996,Allan Chimangah
1044,at school it seriously is me myself and i i don t have friends but when i am at home i have my pet dog she is always there for me,0.5043927121399401,Tech deck Aus
1897,ooooh its just me my self and solo right until i die i just like to be alone everything i see is just fake life,0.5039503415526051,kay heath
2893,my whole life i ve been told to wait but i get it now it s a little debate fuck got me,0.5012776608527717,Mabast Taha
1093,me myself and i,0.5002895074480554,taila oconnor
800,me myself and i,0.5002895074480554,Andrea Muriller
2872,i,0.5002895074480554,Sk Cannateeno
1196,me myself and i,0.5002895074480554,Kenneth Sohtun
1223,me myself and i,0.5002895074480554,IvanVlogs
2602,me myself and i,0.5002895074480554,Johnathan Ewers
1600,me myself and i,0.5002895074480554,Tabitha Lynn Gray
1597,me myself and i,0.5002895074480554,Freddy Ruiz
1972,i m honestly learning that it s just me myself and i ain t nobody got me like myself been around to many quot friends quot that didn t have any good intentions for me but to only use me that s why in the end all you got ta do is drop them,0.5002414281141836,Camilla L
2759,me myself and i solo ride until i die,0.49641047517190295,young. rose
2785,damn i love me myself and i as in the person,0.4944735894397134,Abeer Mohammad
2714,i am loving persons in my life me myself and i,0.49195076500379653,Ebycool
34,i love this song in i m still me myself and i a q foreveralonesong,0.4902820698756738,belega george
2792,it s just me my cat and i,0.48882937906814233,Fatimah
525,my favorite part is ba ba ba ba ra ba,0.48659282190392417,Vero Salazar
2909,i love thus song because it s just me myself and i,0.48621089118662686,George Dearing
1195,got secrets i must share and i will do whatever i need to have my house complete i have,0.48611621818230827,Linda Umbarger
1494,i live in an abusive relationship i for the life of me and my daughter don t have an escape i listen to this every night hoping and wishing for a better morning but no one will ever get me or my situation god bless everyone,0.48287991546902,Jocelyn Garcia
2738,it s me myself and i,0.48275461272450854,Dequan Marshall
1541,i have three friends me myself and i,0.48036922475323235,Kim Taehyung Wifeu
2060,i no the bathroom scene is supposed to be real serious and all but i laugh every time lol i get the message tho it s just funny,0.4790651041017743,JaTia Smith- Washington
1936,ohhh its just me myself and i so i got chocolade and eat it all,0.4778783845501216,Christina Gross
1748,its just me myself and i when it comes to food,0.47172708137882485,XxLittle AlanixX
2626,when i go to prom i will go with me myself and i because fuck fake friends,0.4693625197149029,DildoDaggins YouKnowTheDeal
2020,just me myself n i and this song,0.4663174997689516,DËŠÏÎGÑ?R LoL
2155,this song explain everything for me yup i am a independent women me myself and i,0.46577823360395687,7-11 bunny girl
999,thsts it me myself and i i know exactly how he feels,0.4643314010832287,Crystal Brock
2527,idk rap only sing oooooo ooooo itz juz me my self n i amp ba baba bada ba baba bada ba,0.46397672829879605,MISS ME ?????
2847,ooohoo it s just me myself and i,0.46310151701192437,hajar Lab
1788,it s just me myself and i tonight,0.46310151701192437,C Bear
1691,woaah it s just me my food and i,0.46087275837639047,Ayano Aishi
2599,mann it s very inspiring witnessing g come up out of nothing like that g became an icon to most teenagers including me it was truly inspiring witnessing the come up it inspires me as an upcoming rapper to never give up and chase my dream no matter what i m an year old rapper and i m sure you d enjoy the music on my channel check me out i promise you won t be disappointed p s no need to hate because i m advertising i m just chasing my dream,0.4601095834095863,OfficialBoomi
2853,mann it s very inspiring witnessing g come up out of nothing like that g became an icon to most teenagers including me it was truly inspiring witnessing the come up it inspires me as an upcoming rapper to never give up and chase my dream no matter what i m an year old rapper and i m sure you d enjoy the music on my channel check me out i promise you won t be disappointed p s no need to hate because i m advertising i m just chasing my dream,0.4601095834095863,OfficialBoomi
390,mann it s very inspiring witnessing g come up out of nothing like that g became an icon to most teenagers including me it was truly inspiring witnessing the come up it inspires me as an upcoming rapper to never give up and chase my dream no matter what i m an year old rapper and i m sure you d enjoy the music on my channel check me out i promise you won t be disappointed p there s no need to hate because i m advertising i m just chasing my dream,0.4588710627689571,OfficialBoomi
2843,guess what i have boyfriends me myself and i,0.45801408482711486,Marshmallowkitty 08
271,just me myself amp i,0.4556084031759229,Carter Leager
1450,quot and as far as i can see i just need privacy plus a whole lot of tree fuck all this modesty i just need space to do me get a world what they re trynna see quot shit goes hard,0.4535565813703914,Carlos Beltran
2024,the first part completely describes me and so does the chorus because i love music i m the kind of person that is sometimes by herself at school but i can get along with anyone i know someone who is kind of like me but he died in august of at age,0.4511981508480872,Margaret Cook
1398,sub me myself and i,0.44747253883349564,king kyron
2736,me myself and i just like my saturdays,0.4470216032267881,tomas flores
1624,me myself amp i,0.4457124702719039,Ram Star
706,i see all this i understnad this is it sad that i relate,0.44462827389534787,kiyoshiXkyubei
2600,ohh it is me myself amp i,0.4435058935358157,Azzlack Pdizzle
2980,this song explains my life am an engineering student and sometimes i think i should leave everything and run away but when i listen to this song and all the comments i feel that i am not alone here luck guys have a nice life,0.4421085422060006,Mehar Rehan Shafiq
2950,i like song and i can totally relate to it,0.441140939473126,amanda mpofu
2973,i ll celebrate valentine s day me myself and i,0.43588926162225544,Minehaker 307
2622,me on valentines day sees a bunch of ppl kissing whoooo its just me myself and i solo right until i die xd,0.43588926162225533,kawaii tarts
996,omg did he crash i knew he was gon na crash cause i was like quot omg hes gon na crash quot made me cry though sometime i wish i was like quot i dont need a hand to hold even when the night it cold deep stuff bebe quot but i need someone bc i dont feel like paying my rent lol watchu u think this was,0.434915247400073,Nico John
628,this reminds me of my xbox game because i would always listen to this when i play it,0.43440556777416517,Lindsay Dymond
1647,it s just me pornhub and i masturbate until a die,0.4333306910340368,MATEI RADU
2816,on date just me myself and i,0.43319180298847115,Teodora Stojiljkovic
2411,ooh it s jst me myself n i,0.43094168944165184,Mee the HAFSA
1911,i just need wi to get through the night,0.4305521821674174,Riku Kinnunen
1467,am i the only one who thought that the girl who sings the me myself and i was a guy i am shook,0.4296832433224633,Sylvia Seymour
384,she was there in my town last night and i did not make it i am very sad now the song represents me,0.42933935911905846,Chris Nobody
1930,me mayself amp i,0.4275201245465201,Eveliny Star
1723,i watched this year ago i don t understand it still got me thinking,0.4275201245465201,Ninja569 IDK
2387,my birthday today and i want to die because i hate it all rip,0.4275201245465201,Panda Jedi
1946,ooooh its just me myself and i,0.4263157426235748,Alexandria Robertson
149,uuuuu its just me myself and i,0.4263157426235748,Ç?lg?nlar
2441,jus me myself and i till the die i day and i ll die happy fuck love and fuck everyone,0.42600409573607145,the zarn barn 93
2985,cause the music does me good and it s gets me anytime yeah that s what i thought issa great song,0.4257008899739817,Anime 24/7
2478,woooo its just me my bike and i,0.42450972392759734,Trials250MX
1642,me myself amp i and my loneliness,0.4194396822586784,Industrial Engineering.
1935,ooooooh it s just me my wifi i d on t need a hand to hold got my ps in my mind,0.41600165207623024,aidenmm 04
1378,g in this video reminds me of me i just want to be alone anybody else,0.415933769908858,Michael Fraiser
2434,i ve been alone for all my life i dont have plans of having a care of whether i find someone or anything because this song makes me just give up on life and just be happy with myself and keep myself company this song makes me drive on the highway and not give a fuck it may sound negative but truth be told this song is the best song when you re broken,0.4157103119645659,Zander Fertig
708,hey everyone i just uploaded a video to my quot free smoke quot remix it s up on my channel i know people read comments so i figured this is a bit effective not many female artists get out there but i m trying thank you for reading this,0.41502415082860933,Charnelle .Music
2063,me myself hand amp i,0.4149290814637869,Yes Itsme
1916,ooohhhh its just me myself and i gon na eat a bag of rice cause i have a loner life,0.41405491783679005,Skyadi
2288,hitler would be like quot its just me meinself and i i got that gas in mein soul quot,0.41347692770848316,FuckOuttaHere
1990,i do great just by myself but i love my family and girlfriend,0.4110088034666791,RobloxUsername DOG445698
2613,i like it,0.4096308723679027,Hone Maaka
1793,i like it,0.4096308723679027,Bob Walton
976,i like it,0.4096308723679027,Tien Nguyen
185,i just need to be alone,0.4084846723053534,Mahalani Gitsa Tiarhen
1693,this song has helped me not commit suicide and weed but still really thinking about it i don t cut i just want to leave,0.4078803130842791,Prank TV
1426,today is my birthday by me myself and i,0.4032636635793417,ManPunchOne
2715,i have a life but this song makes it better cause i know my fake friends now,0.40275339833263524,Abigail Pierce
2249,i don t know if it is just me but he sounds to much like drake and by the way this is not my wife posting,0.4022495313464375,Pixie chickk
1753,the music does me good and it gets me every time yeah,0.4011239852289672,Everythings Cool
904,i just need a be alone i just need a billion,0.40066659315992725,???????? ????????
2835,my quot secret admirer quot i love you me awww i love me too,0.3994979775065983,Majestic Creature
1094,just to be a nerd lol it would be me myself amp i,0.39926569479620255,-NIGHT_MARE- I-TOMB-I
398,whoo i don t need a hand to hold cause the fire in my soul,0.3969170730621073,domonique mcmullen
829,i love you i wish i was your daouter,0.3969170730621073,DAVID LUNA
1697,this is my place in right now i only got myself and tbh this song makes it better and i love it,0.39691359875439547,Luis Quispe
1499,when i first heard this song on radio i thought it was drake rapping and some black chick rapping now that i m seeing the video i m definitely wrong xd,0.3967171400067008,Thatawesomefurry
317,i love his songs and i want him to keep making more plzzzz and i subscribed and i love his fucking music,0.39630560034441975,Nagato Uchiha
1853,if time is money i won t need a loan i would just think i m filthy rich as an immortal lol,0.39537347098154113,Levett Washington
2960,i feel it,0.39387583881529104,christopher gardner
1829,i live it,0.39387583881529104,NightBot
510,i ilke it,0.39387583881529104,Jackie i. LOVE. YOU
1611,and as far i can see fuck all this modesty i just need privece,0.3934094763114254,Jolene Kovach
1344,i think i broke the replay button,0.39113543309575244,CS Vlogs
672,fuck im i ever feeling this song got me for life love it,0.3910377875671203,Theo Cormier
1383,at a v amp t i go crazy bc it shows how i react to myself in the mirror,0.3910346873097479,Drawing Skills101
2398,lol guys when she says just me my self and i and i have that fire in my soul she pit here hand on her boobs xd,0.3889960613504973,Dark Prince
2481,g eazy is such a beast is my favorite song of all time the lyrics hit home for me the beat is addicting i make music about real life problems would mean the world to me if you could subscribe to my channel thumbs up if you piss next to the water in the toilet so its quiet,0.3886744874921508,LuckyMusiqLive
1979,i ve alwyas listened to this song but i ve just known that they sang it,0.3884875223508985,Lala Zu
1159,mom says who are you it s just me myself and i,0.38599832203898526,dare devil
2395,if u listen to drakes song headlines it says me myself and i,0.3859921386952865,Secret Patcher
47,idk why but i like listening to this song when i m driving home late at or later why but it makes me think of my mistakes and past,0.38592099367183724,flyingpanda6969
2148,fucks sake i search me myself and i into youtube and this garbage is the top result de la soul man that needs to be top fuck this commercial bullshit,0.38513005713424636,The Master
307,i love this song i love the lyrics and i love the video the scene in the bathroom with all the different personaes talking to him it really hits home i love the fact that rap can be about real life not the usual shit about expensive cars cheap women and champagne,0.3837644190550742,Carmelita Olsen
1058,me because i have bi,0.3823856240940781,Haven
1184,there were two people in my group and one of them just dropped the course next week i will give a long presentation alone i think that i should mention this song in my prologue,0.3823856240940781,Leon Liu
2740,today is my birthday this is my favorite song of all time the lyrics hit home for me this song saved my life i make music about real life problems would mean the world to me if you could subscribe to my channel thumbs up if you piss next to the water in the toilet so its quiet,0.3818778561245853,LuckyMusiqLive
1589,i need a man who wants to control you and say i don t understand attics but they know how it is wen they are doing the attic things,0.38002570802525726,Cas Kramer
454,i know,0.3794859653292158,domonique mcmullen
2755,yeah i got that fire in my soul,0.3794859653292158,Mohit Dalal
2227,i love this it the shit,0.3787766961376913,Michelle Green
2438,i love this song i remember of the pass,0.3784787048271967,Gladys Leyva
1469,just me myself and i with my phone and some wifi,0.3784236653875358,cool gamergirl13
2466,i ve listened to a lot of songs and this is by far the longest song i have ever listened to,0.3781208052626793,Atira Duncan
2654,i need to be alone of real songs i have ever seen,0.37681344066963585,pakes namibia
439,i love this song i m,0.3762699825721885,Bulbulo Mohamud
1576,when people ask me who i m going to the dance with,0.37549496633724416,Chelsea Burks
2898,me myself amp i or in the name of love,0.3739401150773665,RobbieRosberg
2333,add me on twitter jjessejjsr or facebook jesse james stanley rearick rapper name mindsets just know yourself s yourself s to know the life awake talk about it within music more i know you got this bro then send it to me read my post to help you understand yourself amp even me peace within time,0.3733172848059232,Jesse Rearick
2618,if he dies i m praying that he won t i dont know what i would do with my life c,0.37329483398384394,AKANotAStalker
2296,i thought when i heard the song the guy is black cause he rap,0.3730539998151613,azzam ganteng
2040,guess my runescape friends list me myself and i,0.3729430873703686,Team MISU™
2962,im going to watch some porn with me my self and i,0.3728691274118089,NotMemphis
3001,i am an idiot before i saw the girl i thought he was black,0.3722157936660441,NBA All Star
519,i got that fire in my soul,0.37130725970440387,Avid Abstractions
1169,coming out of an relationship with a narsasistic psychopath after yrs i realize that music does me so good it gets me right every time,0.3693680088445618,Chasidy Baker
1652,i love all there songs i keep watching them to learn the words,0.3687336122529635,iiGhostly Last
2310,when the song f was out and i listened to it and came back here i hear it was born years ago,0.3686812507258401,animefreak2468 !!
367,sub on me i want subs,0.36763620507481803,Stijn & Gijs Games
2213,i know every lyric to this song i honestly can relate in ways,0.36638499051886825,Cheyenne Wilson
2899,unless i wrote it myself i couldn t relate to any song more,0.36638499051886825,Lil Brady
218,g s my inspiration i m a struggling rapper getting popular fast because i rap about real life problems it would mean so much to me if you would subscribe to my channel who else is here on july,0.36620043692926224,Luke Gawne
2023,quot i don t need anything to make me satisfied quot,0.3658095432079513,valen rodriguez
865,i don t need anything except that weed that s in my bag yeah it s keeping me alive p,0.3657794565643392,AlanRedrew
957,i love this song i could die,0.3638469145076767,Sevi Keares
528,i need a hug,0.36384691450767664,ziad alouahabi
2774,one day i m gon na become famous and everyone at school are gon na be so jelous and pretend to be my friends i m gon na say fuck fake friends cuz it s just me myself and i,0.363125001767413,CreepypastaBendy
1048,my heart is too cold to break cuz i got the fire in my soul keep keeping on,0.36204596323801014,Jose Velazquez
831,i like it a lot,0.36204596323801014,Emmanuel Uribe
2876,i swear to god i thought he was black,0.36202310896514467,LaLaDoesGaming
1932,i heard this for the first time walking home after being misled in september so i thought it debuted last year i like the chorus didn t know these weren t black rappers,0.36065987283527584,aaishasmusic1963
1457,i got fire in my soul,0.36020921103290254,Edward Newgate
224,i love,0.3601900687870523,Emma Santos
2107,i love,0.3601900687870523,Julia Lais
1168,i love,0.3601900687870523,Sadiqul Islam
1493,i love,0.3601900687870523,Nicoleta Berlovan
1860,i like the beat,0.35929882807633073,gamingchannel
974,i love the music,0.35929882807633073,Neysi play
520,the hook got me i heard this in locals without rap g easy is so shallow hard to stand,0.3589304897057682,MrFlinstone MakesBedRock
772,its just me myself amp i fuck fake friends,0.3577827992658821,Enrique Moreno
2904,quot me my self and i quot,0.3577827992658821,Brandy Knight
1049,this song is my past and my present just need space to do me,0.35702478486065775,Jose Velazquez
146,i love when he s talking to himself like that is legit me right there,0.356990503582487,Cra Zy
2422,me,0.35475074164498477,Memo sheirf
2650,me,0.35475074164498477,Hydra Fan
1251,i likebtrains,0.3537581032729978,Chaosmonkey 1987
190,i dont need a hand to b hold,0.3537581032729978,DatDroidd _
2125,my best friends are fake this song is everything youtube is my fucking shit i love it it s the only thing that makes me happy,0.3537581032729978,Pusheen with pizza
1070,i u,0.3537581032729978,Denice Atmonadi
2529,her voice is like a angles this shit gets me thorw the lonely nights when my daddy won t hole me or even care i m his girl,0.353734713534252,Tina Herrer
2388,it s my birthday today and i wouldn t mind that party i d get turnt lol yaass,0.35187613280997615,M.C .K
1171,who likes this song that cant stop watching it for sure its me i see it every time,0.35187613280997615,Cristina Banuelos
1012,i need a hand to hold when its hot,0.35171868402408746,godly gangzta
2601,first time i heard quot i got that fire in my hole quot xd,0.35161411476831295,Rohit Surawat
843,i m not even gon na lie i still cry everytime i hear this song,0.34935078663205904,John David
669,i like this song cause it explains my life,0.34868662640319015,stoner chick
2316,it s just food netflix and i,0.34724104842726655,joey pug
756,i have been listening to this on pandora and i had no clue that they were white,0.34640965866952045,JON THE BLOB
1382,i like the song,0.34565456878229284,Michelle Tenorio Martinez
997,i love it more,0.34565456878229284,asvp kinx
2197,i like the song,0.34565456878229284,Sergio Lopez
2198,i like the song,0.34565456878229284,Fabiola Espinoza
1053,i m loving it,0.34565456878229284,eldoiny
725,i like the mustang,0.34565456878229284,Frank Serota
713,i don t understand it but it makes me wan na dance,0.3452097327425051,Adam Mervau
466,it is so crezy and i love it,0.34517549084064597,????? ?? ???????? TV
1992,my fav song is i m gon na show you crazy i love the lyrics,0.3441587714278762,Abe Aviles
180,if i get likes i will ask my crush out,0.34398489923202086,Life AsAustin
2462,if i heard this song while i was in iraq it would be a great song as it is now this song is on point f those fake ass people not only those who say your friends every birthday i have had since i heard this song says it all simple is better at any time,0.34314967731949764,DARK KNIGHT
824,you so cute you say you re on yourself again b b i m about to knock your phone out i ll delete this whole music off of this youtube youtube forever i m not going to believe that big i like people the guy who s ever singing because he didn t i started this but guess what somebody better answer this can guess what i like this guy he did not sign up for this go in the bathroom right now you know what just talked to him he did not sign up for this s you know that right you know that it s bobby you whoever signed up for his birthday,0.3422777676064962,Cynthia Jordan
1237,o m boa me myself e i,0.3403649880623702,Melissa Groth
2726,i think i m going through a g faze,0.3400823144824086,BigJigglyNutSack
2356,if i feel depressed on my b i ll play this song if i play basketball i ll think of this song this song is my life,0.33987138081802176,J Desir
915,i m only i love your videos,0.3395904535404982,Michael Cook
322,who can say they knew g before this song i can he was a huge inspiration to me when i first started writing music if you guys have a minute to check out the music on my channel that would be awesome if not thats cool too no hard feelings,0.33847802687182504,ETA onTime
2375,every time i hear this i wan na get drunk lol,0.3380584744128653,Terra Davis
731,how do you do to make so good music i adore you seriously you have to come to peru i swear that everyone will be there singing along with you lt lt i love you,0.33680933873194735,Giovanna Romero
461,i like that music,0.3365583959196009,Cesar Paucar
998,i have a ferrari and a trump supporter off me,0.33610738245571503,Ian G
1714,i love this song it is so chatchy and bebe slayd her high notes ecpesally the part where she sings i don t need anything that is my favourite part of this song,0.3356911124082183,Maria Rinta-Rahko
2223,i sing this when i m down looking ass,0.33459711586172464,21 savgang
1802,me oh its just me myself and wifi,0.3336696411459578,Pigston545
1259,i talk to myself too,0.33357043803951497,Ladaya Mullins
1583,i relate to this song,0.33357043803951497,Shireesh Gurung
5,ohh just me my self solo ride in till i die o wait im dead,0.3335042862415339,Zombie Hunter
2165,i hate this song i m fucking tired of hearing it on nba,0.3335042862415339,Bron 2times
1952,i low key thought it was drake when i first heard this for some reason,0.33312804157441867,Cancer Cell
709,i watched this while playing roblox when i was and now lspdfr,0.33305446046283943,Euan Miller
604,i can t find a comment about this video being damn intense and deep i kinda feel sorry for him because at the end of the video it seems like he is questioning his whole existence and fame retrospectively it really touches me idk maybe it s just his songs but damn such deep lines can only originate from a really complex mind struggling with these mentioned problems he s got my greatest respect,0.33269851867986444,Rita
305,i hate the rapper,0.33201030948825494,Abdul rohman sholeh
1242,wool it just me,0.33201030948825494,H B.M roblox and more
2139,its about music and whats in your heart and most of u think that its about being left alone no its not on my channel haylee howard my name is kayla i love to sing i want to ho to the voice not anofe money,0.33004849216798016,kinna Howard
1834,i love to his shit,0.3295025058683014,2017 gtr
2552,just me my hand and,0.3295025058683014,idek tbh
1477,am i the only one who s heard the other version it starts off saying quot lately the talking be turning to fighting amp i just don t know quot,0.32935494751044975,Sky Armstrong
2499,if a gf set up a surprise party for me i would break up with her on the spot for not knowing me at all then drive to vegas true story,0.32918106098602273,John Doe
1066,did anybody notice that ba part came from that mcdonald s i m loving it lol,0.32803024121677976,Batuhan Türev Uzun
2455,i thought this was drake i guess the new sound is drake,0.327462223056909,Alfred Butler
1542,i love that music,0.327462223056909,Edjane Santos Palma
2741,i love this song lyrics sing and music i love all,0.326458421039248,Daniel Daniel
2390,when i first heard this song i thought selena gomez was the singer,0.326458421039248,Jat Candelario
