,sentence,similarity_with_sub,username
1876,amzing frr martin tooooooooooop third party lions in the wild,0.4074384586179557,reda red
95,there are many quot l quot s like lions in the wild,0.4069571371757201,???????
5113,i think garrix should ve added the vocal quot we ll be free quot when the drop repeats on the drop,0.4067197172535804,James Sorsona
2871,the riser comes in from intro and then the riser becomes the drop and people starts jumping crap,0.40581841856940676,Seedbox Hdd
3936,girls the man in the video is called giaro giarratana,0.4057513356003446,Ismael Román
732,mart garrix i m your best fan i am the number une and i write of ecuador i am the counsin of bel i am a boy of ten years,0.405075694898572,belen medina
1734,why i fucking hate edm quot listens to drop quot wow i didn t expect that are these artists creatively challenged and before you argue why i am here in the first place like many i hold hope in my heart that next time i listen to one of my favorite artists they actually bring something new to the table sadly never,0.40205117318971145,Liam du Preez
372,he is in the desert,0.4015974200675075,Sabin Conchi
4808,is like the time i heard thiz song,0.4003142820213187,Zesle _
4858,garrix your is best dj in the wild,0.4003142820213187,Rizky Kurniawan
3654,the filmography is incredible kept me captivated the whole time and fit perfectly with the song,0.3995562949272161,Melissa Brandle
653,in the dark this song is great,0.3984399018681448,LeVent Surenkok
293,i don t like the vocals though,0.3984399018681448,Iman Altaf
1335,please tell me the locations used in the video does anyone know,0.3965223387865991,AzTK
1561,ladies gentlemen and the rest footage shot in the beautiful namibia desert,0.3965223387865991,paul van biljon
2513,good music lions in the wild road to ultra taiwan i look forward to seeing you,0.3957129684348668,???
4521,i miss the musicinstrument horn from ultra at the beginning,0.3944804651670017,Random
1282,where this clip video was filmed i mean the name of the city,0.393157946290937,ayman mzy
227,my top scared to be lonely don t look down byte lions in the wild now that i ve found you,0.3919189515398233,Magpie and Shipper Peridot
1201,when a v amp t i think that it is somewhere in thailand because the back of the man is castors of the king amp queen of thailand which i m thailand um if i see wrong i m so sorry,0.3915483425193072,Nantapat Fer
1047,the vocals are amazing maybe the instrumental is a little bit boring i prefer the live mix at ultra with the orchestral intro however it still remain a beautiful track good job,0.3914516041997284,D!docs
2044,indy snake pit video please i ll to see it m g rr is the best dj in the world,0.3912322054495658,Nikk Krygin
445,is that like mike in the music video haha,0.3904344047215152,cameron clark
2956,like lions in dubai,0.3904344047215152,maría ruiz
931,like lions in dubai,0.3904344047215152,Thaiel Martinez
4292,martin garrix undoubtedly is the best in the world amazing track,0.38983327364178905,Mohammed Fardeen Zaib
4338,mart garr is the best dj ever in the wole universe,0.38983327364178905,Automate Creator
1786,the best music track amp video in the lyrics is awesome,0.38983327364178905,AHMED HELWA
2766,when i came here it was on views am i the,0.38983327364178905,CASHKES
1209,video perfecto encanta verlo love u garri lions in the wild,0.38847732771210913,Fatima Gomez
1606,i proudly disliked it as i hate the music in this wtf happened to garrix,0.3882464347777672,Jeevan Mohapatra
1399,a holes aren t lions in the world,0.3865103412619629,Abhishek Pasupuleti
40,i m in love with this song i m in love with every song of martin s omg the feels lt you re the best martin,0.3855701541695039,Lim Nakesha
2287,holy shit this is an awesome f song soooo catchy quot like lions in the wild quot,0.38515872059626,MarkSepticPlier 4500
4479,i was here before a million views please like this fucking comment i just want to be one of the top comments for the first time,0.3849295152457357,PRO Matrix
3554,not one single lion in the video,0.38368286846562094,YeetSQUAD
3313,sick song martin garrix the best dj in the world,0.3832095947336588,Camilo Mott
1858,i not afraid,0.3832095947336588,Fatima Ortega Periche
3907,tremendo loco martin garrix the best dj in the world,0.3832095947336588,ByFrankito ??
599,this is the best melody from martin garrix in the last two years,0.3830769733091181,monge virus
1709,omfg giaro giarratana is in the video i m dead,0.38274521870171596,anastasija djuric
2944,the intro isn t the same that he has played at umf but the track is awsome,0.38263264530267876,Antony Vibes
2729,not the best but is okay,0.382546027838003,2bytec
3639,best dj in the world i love martin lt,0.3774199245641313,Electro House Club Mix
4184,i think i broke the reply button,0.3774199245641313,micaela toledo
4932,the moment you ve already memorize the lyrics before the release date,0.37730771408905905,Lorenzo Donque
3187,martin garrix is the artist that can inspire you the most in music industry right now,0.37730771408905905,Miguel Smith
2408,what s the name of the guy in this music video please,0.375652742008357,pang simpsonizer
626,the beat drop isn t so good but the text and the voice is so amazing omg lt,0.37519538374690947,_DiNeY_
1993,i thought there wouldn t be any songs with sick melodies in the year but gladly i m wrong,0.37487899712504835,The Magic Bush
1043,martin is my number but in the future i ll be his number,0.3729960003272992,Furkan Kara
584,top six martin garrix songs in the wild,0.37270640050260706,JackTheMaster098
3304,al fin despu de una larga semana salio lions in the wild,0.3719387243003159,Jose Armando Lopez Reyes
3592,my favourite songs of garrix forbidden voces lions in the wild poison,0.3719387243003159,apego22
4420,i don t like raping but the replay button just wants it,0.3719387243003159,Johannes Murukas
3389,te song is not bad just i think need more power i don t have idea how to describe this but it s just hear old songs i felt like jumping but this song no quot now that i found you quot too i don t say the songs are bad obviously are good but the essence of martin songs is that you go crazy just a little part of martin garrix fans can understand what i say,0.37125279093880803,Cristian Foster
5081,goosebumps anyone from the music and the video,0.3703985987435961,tylerdyler
4132,a v amp t wow that s the shot from thailand i see the picture of the king and queen of thailand love you martin,0.36957457414391826,Kridtanop Phaugbangna
1484,hhhhhhhheeeeeeeeeeeyyyyyyyyyyy this is my country namibia well the first part at least in the desert,0.36930758430080296,reino kotze
4141,the cinematography in this video is amazing,0.36892583506309706,Lure Edits
4723,this is very cool in the holidays,0.36892583506309706,Surya Gamer
4277,best dj and producer in the world,0.36892583506309706,Kajlenn Music
2363,heaven trap remix of lions in the wild a https https,0.3681758695505785,Delta Official
1566,i think that these sort of songs are the best songs that i have ever listened to i have got the full playlist on my phone so i can listen to them all of the time yyyyayyy,0.3680484510073784,Paige Weatherill
3980,love this and the break kinda sounds like martin garrix but the drops are like third party either way fucking insane song,0.36753833509901335,FishNotFish
2373,the future of the dj nation is here with us and we all know its martin garrix,0.36724436149875955,Vishnu Garrix
4949,best dj in the world,0.36667590527902855,nahuel
3124,the best song i heard,0.36667590527902855,Gael Martinez
3495,i love this so much i was at most of those places in the video namibia is such a beautiful place,0.36635040507703287,Mys71c
4818,wooooow i wan na have that wild life the music is awesome love the mv never make his fan disappointed omg there also have view in thailand too,0.3658044301229291,CHAYAPON Janshine
384,this song makes me feel like i have conquered the world,0.3649332472447086,Shraddha Hudale
2989,one of the best songs i ve listen in my life,0.3649332472447086,David Olivo
4473,i love the intro version of this track played in umf,0.3649332472447086,Sakir Sheikh
854,wht the country is this that the story shows,0.3649332472447086,Marcos Vinicius
4960,why is martin garrix always not in the video,0.3644054444067475,Riana Enriquez
2559,i was watching this and then i went to watch quot now that i ve found you quot and i thought is quot he quot lions in the wild looking for quot her quot now that i ve found you i hope they find each other and martin release a song when they find each other and that will be a masterpiece,0.3634171335627492,MEM3Ø
4221,i really like this but the intro version he played at ultra is better imo,0.3629150273454803,Fl4shbang
3881,i really dont understand how some people can prefer animals than this animals is fucking garbage thats not even music lions in the wild is real music lt,0.3615783192037666,Kévin Louis
3781,i like this,0.360667853866973,ingrid gonzalez
1603,i like it,0.360667853866973,Josefina Ahumada
3612,i like it,0.360667853866973,pandicorn lol556
725,i like it,0.360667853866973,Haidar Alal
3004,for the first time i heard this song in miami great garrix,0.360667853866973,Danny Official
1325,i like it,0.360667853866973,Gonza Sanchez
1442,martin i wan na start this with quot i love you so much quot i m brazilian and i am years old you went to brazil last year and you were at s paulo to go to the quot edc brazil quot but this events you come to are just for and i can t go to see you so the unic way to see you is on tv but i wan na know will you do a show for peoples like me who is less than because i dream to go to your show and i saw you did a show in amstardam for peoples who are less than but the problem is i don t live in amsterdam hahaha this text is just to say to you a lot of brazilians wants to see you here but the only way we have is to see you on tv and when you started your quot dream quot you were youger than and you made shows this is my only question will you do a show at brazil to peoples who are youger than,0.36046003601401305,Giovanna Ket
1466,well martin i don t know if you are going to read this but well you are my fucking idool i comment you all the photos every day of my life and i not comment the tipic comment no i do text and things because you have change my life and thank you so much for appered in my life you are all for me and i watch a lot of your shows everywhere and well yesterday yhe of july you came to barcelona on bbf and i couldn t go to see you because i do years on december and they don t allowed me to enter i hope that one day you meet me you are going to see that i m different special and like you i m starting with dj i bought a launchpad and my dream is be a dj like you and you listen my tracks and you teach me and finlay do a track together you are my idool and nothing is going to change my opinion of you fucking awesome love you so much i hope that someday you read this loveyou laiamimo,0.3601389695001182,Laia Mimó
4555,the best,0.35890245974325125,elin g
396,the best,0.35890245974325125,Liam Guerrero
2678,the best,0.35890245974325125,Valentino DG
3989,the future,0.35890245974325125,Michael Christian
3816,the best,0.35890245974325125,Denisa Hiršová
4105,the best,0.35890245974325125,riku Odaka
3165,the best,0.35890245974325125,Stella Toncheva
825,the best,0.35890245974325125,Joshua Urbina
5127,the best,0.35890245974325125,Alfredo De La Cruz
123,the best,0.35890245974325125,Fabiola Melo
3279,the buildup,0.35890245974325125,Gavin Paprino
3167,the best,0.35890245974325125,Chris _99
4918,and i like pizzas like you,0.35890245974325125,Lïann Md
